src	dest	turning proportions
9909909	9518518	0.0
9909909	900666500	0.0
9909909	901777900	0.0
9909909	9119911	0.0
9909909	913666906	0.0
9909909	5179517	0.0
9909909	9129912	0.0
9909909	9908908	0.0
9909909	903666912	0.0
9909909	908666903	0.0
9909909	904777903	0.0
9909909	9139913	0.0
9909909	9906906	0.0
9909909	9907907	0.0
9909909	902666904	0.0
9909909	902666907	0.0
9909909	904777905	0.0
9909909	9517517	0.0
9909909	516666519	0.0
9909909	9009900	0.0
9909909	909666910	0.3333333333333333
9909909	9905905	0.0
9909909	909666911	0.3333333333333333
9909909	907777910	0.0
9909909	907777908	0.0
9909909	912666903	0.0
9909909	9019901	0.0
9909909	9516516	0.0
9909909	910777907	0.0
9909909	912666908	0.0
9909909	901666501	0.0
9909909	913777911	0.0
9909909	9029902	0.0
9909909	9903903	0.0
9909909	911666909	0.0
9909909	906666905	0.0
9909909	9039903	0.0
9909909	908777907	0.0
9909909	908777909	0.0
9909909	9904904	0.0
9909909	913666517	0.0
9909909	905666906	0.0
9909909	9902902	0.0
9909909	906666913	0.0
9909909	903777906	0.0
9909909	9501501	0.0
9909909	519666516	0.0
9909909	903777904	0.0
9909909	9913913	0.0
9909909	905666901	0.0
9909909	900666910	0.0
9909909	501666901	0.0
9909909	9049904	0.0
9909909	517666913	0.0
9909909	5189518	0.0
9909909	907666904	0.0
9909909	500666900	0.0
9909909	9500500	0.0
9909909	9912912	0.0
9909909	9059905	0.0
9909909	909777908	0.3333333333333333
9909909	907666902	0.0
9909909	912777911	0.0
9909909	5199519	0.0
9909909	910666900	0.0
9909909	516666911	0.0
9909909	9069906	0.0
9909909	910666909	0.0
9909909	9901901	0.0
9909909	902777900	0.0
9909909	901666905	0.0
9909909	9910910	0.0
9909909	9079907	0.0
9909909	9911911	0.0
9909909	9900900	0.0
9909909	904666907	0.0
9909909	904666902	0.0
9909909	9089908	0.0
9909909	518666517	0.0
911666516	903666908	0.0
911666516	9909909	0.0
911666516	911666516	0.0
911666516	908666912	0.0
911666516	517666518	0.0
911666516	905777904	0.0
911666516	9519519	0.0
911666516	9099909	0.0
911666516	5009500	0.0
911666516	900777901	0.0
911666516	9109910	0.0
911666516	900777902	0.0
911666516	911777912	0.0
911666516	911777913	0.0
911666516	5019501	0.0
911666516	5169516	0.5
911666516	906777903	0.0
911666516	9518518	0.0
911666516	900666500	0.0
911666516	901777900	0.0
911666516	9119911	0.0
911666516	913666906	0.0
911666516	5179517	0.0
911666516	9129912	0.0
911666516	9908908	0.0
911666516	903666912	0.0
911666516	908666903	0.0
911666516	904777903	0.0
911666516	9139913	0.0
911666516	9906906	0.0
911666516	9907907	0.0
911666516	902666904	0.0
911666516	902666907	0.0
911666516	904777905	0.0
911666516	9517517	0.0
911666516	516666519	0.5
911666516	9009900	0.0
911666516	909666910	0.0
911666516	9905905	0.0
911666516	909666911	0.0
911666516	907777910	0.0
911666516	907777908	0.0
911666516	912666903	0.0
911666516	9019901	0.0
911666516	9516516	0.0
911666516	910777907	0.0
911666516	912666908	0.0
911666516	901666501	0.0
911666516	913777911	0.0
911666516	9029902	0.0
911666516	9903903	0.0
911666516	911666909	0.0
911666516	906666905	0.0
911666516	9039903	0.0
911666516	908777907	0.0
911666516	908777909	0.0
911666516	9904904	0.0
911666516	913666517	0.0
911666516	905666906	0.0
911666516	9902902	0.0
911666516	906666913	0.0
911666516	903777906	0.0
911666516	9501501	0.0
911666516	519666516	0.0
911666516	903777904	0.0
911666516	9913913	0.0
911666516	905666901	0.0
911666516	900666910	0.0
911666516	501666901	0.0
911666516	9049904	0.0
911666516	517666913	0.0
911666516	5189518	0.0
911666516	907666904	0.0
911666516	500666900	0.0
911666516	9500500	0.0
911666516	9912912	0.0
911666516	9059905	0.0
911666516	909777908	0.0
911666516	907666902	0.0
911666516	912777911	0.0
911666516	5199519	0.0
911666516	910666900	0.0
911666516	516666911	0.0
911666516	9069906	0.0
911666516	910666909	0.0
911666516	9901901	0.0
911666516	902777900	0.0
911666516	901666905	0.0
911666516	9910910	0.0
911666516	9079907	0.0
911666516	9911911	0.0
911666516	9900900	0.0
911666516	904666907	0.0
911666516	904666902	0.0
911666516	9089908	0.0
911666516	518666517	0.0
908666912	903666908	0.0
908666912	9909909	0.0
908666912	911666516	0.0
908666912	908666912	0.0
908666912	517666518	0.0
908666912	905777904	0.0
908666912	9519519	0.0
908666912	9099909	0.0
908666912	5009500	0.0
908666912	900777901	0.0
908666912	9109910	0.0
908666912	900777902	0.0
908666912	911777912	0.0
908666912	911777913	0.0
908666912	5019501	0.0
908666912	5169516	0.0
908666912	906777903	0.0
908666912	9518518	0.0
908666912	900666500	0.0
908666912	901777900	0.0
908666912	9119911	0.0
908666912	913666906	0.0
908666912	5179517	0.0
908666912	9129912	0.3333333333333333
908666912	9908908	0.0
908666912	903666912	0.0
908666912	908666903	0.0
908666912	904777903	0.0
908666912	9139913	0.0
908666912	9906906	0.0
908666912	9907907	0.0
908666912	902666904	0.0
908666912	902666907	0.0
908666912	904777905	0.0
908666912	9517517	0.0
908666912	516666519	0.0
908666912	9009900	0.0
908666912	909666910	0.0
908666912	9905905	0.0
908666912	909666911	0.0
908666912	907777910	0.0
908666912	907777908	0.0
908666912	912666903	0.3333333333333333
908666912	9019901	0.0
908666912	9516516	0.0
908666912	910777907	0.0
908666912	912666908	0.0
908666912	901666501	0.0
908666912	913777911	0.0
908666912	9029902	0.0
908666912	9903903	0.0
908666912	911666909	0.0
908666912	906666905	0.0
908666912	9039903	0.0
908666912	908777907	0.0
908666912	908777909	0.0
908666912	9904904	0.0
908666912	913666517	0.0
908666912	905666906	0.0
908666912	9902902	0.0
908666912	906666913	0.0
908666912	903777906	0.0
908666912	9501501	0.0
908666912	519666516	0.0
908666912	903777904	0.0
908666912	9913913	0.0
908666912	905666901	0.0
908666912	900666910	0.0
908666912	501666901	0.0
908666912	9049904	0.0
908666912	517666913	0.0
908666912	5189518	0.0
908666912	907666904	0.0
908666912	500666900	0.0
908666912	9500500	0.0
908666912	9912912	0.0
908666912	9059905	0.0
908666912	909777908	0.0
908666912	907666902	0.0
908666912	912777911	0.3333333333333333
908666912	5199519	0.0
908666912	910666900	0.0
908666912	516666911	0.0
908666912	9069906	0.0
908666912	910666909	0.0
908666912	9901901	0.0
908666912	902777900	0.0
908666912	901666905	0.0
908666912	9910910	0.0
908666912	9079907	0.0
908666912	9911911	0.0
908666912	9900900	0.0
908666912	904666907	0.0
908666912	904666902	0.0
908666912	9089908	0.0
908666912	518666517	0.0
517666518	903666908	0.0
517666518	9909909	0.0
517666518	911666516	0.0
517666518	908666912	0.0
517666518	517666518	0.0
517666518	905777904	0.0
517666518	9519519	0.0
517666518	9099909	0.0
517666518	5009500	0.0
517666518	900777901	0.0
517666518	9109910	0.0
517666518	900777902	0.0
517666518	911777912	0.0
517666518	911777913	0.0
517666518	5019501	0.0
517666518	5169516	0.0
517666518	906777903	0.0
517666518	9518518	0.0
517666518	900666500	0.0
517666518	901777900	0.0
517666518	9119911	0.0
517666518	913666906	0.0
517666518	5179517	0.0
517666518	9129912	0.0
517666518	9908908	0.0
517666518	903666912	0.0
517666518	908666903	0.0
517666518	904777903	0.0
517666518	9139913	0.0
517666518	9906906	0.0
517666518	9907907	0.0
517666518	902666904	0.0
517666518	902666907	0.0
517666518	904777905	0.0
517666518	9517517	0.0
517666518	516666519	0.0
517666518	9009900	0.0
517666518	909666910	0.0
517666518	9905905	0.0
517666518	909666911	0.0
517666518	907777910	0.0
517666518	907777908	0.0
517666518	912666903	0.0
517666518	9019901	0.0
517666518	9516516	0.0
517666518	910777907	0.0
517666518	912666908	0.0
517666518	901666501	0.0
517666518	913777911	0.0
517666518	9029902	0.0
517666518	9903903	0.0
517666518	911666909	0.0
517666518	906666905	0.0
517666518	9039903	0.0
517666518	908777907	0.0
517666518	908777909	0.0
517666518	9904904	0.0
517666518	913666517	0.0
517666518	905666906	0.0
517666518	9902902	0.0
517666518	906666913	0.0
517666518	903777906	0.0
517666518	9501501	0.0
517666518	519666516	0.0
517666518	903777904	0.0
517666518	9913913	0.0
517666518	905666901	0.0
517666518	900666910	0.0
517666518	501666901	0.0
517666518	9049904	0.0
517666518	517666913	0.0
517666518	5189518	1.0
517666518	907666904	0.0
517666518	500666900	0.0
517666518	9500500	0.0
517666518	9912912	0.0
517666518	9059905	0.0
517666518	909777908	0.0
517666518	907666902	0.0
517666518	912777911	0.0
517666518	5199519	0.0
517666518	910666900	0.0
517666518	516666911	0.0
517666518	9069906	0.0
517666518	910666909	0.0
517666518	9901901	0.0
517666518	902777900	0.0
517666518	901666905	0.0
517666518	9910910	0.0
517666518	9079907	0.0
517666518	9911911	0.0
517666518	9900900	0.0
517666518	904666907	0.0
517666518	904666902	0.0
517666518	9089908	0.0
517666518	518666517	0.0
905777904	903666908	0.0
905777904	9909909	0.0
905777904	911666516	0.0
905777904	908666912	0.0
905777904	517666518	0.0
905777904	905777904	0.0
905777904	9519519	0.0
905777904	9099909	0.0
905777904	5009500	0.0
905777904	900777901	0.0
905777904	9109910	0.0
905777904	900777902	0.0
905777904	911777912	0.0
905777904	911777913	0.0
905777904	5019501	0.0
905777904	5169516	0.0
905777904	906777903	0.0
905777904	9518518	0.0
905777904	900666500	0.0
905777904	901777900	0.0
905777904	9119911	0.0
905777904	913666906	0.0
905777904	5179517	0.0
905777904	9129912	0.0
905777904	9908908	0.0
905777904	903666912	0.0
905777904	908666903	0.0
905777904	904777903	0.25
905777904	9139913	0.0
905777904	9906906	0.0
905777904	9907907	0.0
905777904	902666904	0.0
905777904	902666907	0.0
905777904	904777905	0.0
905777904	9517517	0.0
905777904	516666519	0.0
905777904	9009900	0.0
905777904	909666910	0.0
905777904	9905905	0.0
905777904	909666911	0.0
905777904	907777910	0.0
905777904	907777908	0.0
905777904	912666903	0.0
905777904	9019901	0.0
905777904	9516516	0.0
905777904	910777907	0.0
905777904	912666908	0.0
905777904	901666501	0.0
905777904	913777911	0.0
905777904	9029902	0.0
905777904	9903903	0.0
905777904	911666909	0.0
905777904	906666905	0.0
905777904	9039903	0.0
905777904	908777907	0.0
905777904	908777909	0.0
905777904	9904904	0.0
905777904	913666517	0.0
905777904	905666906	0.0
905777904	9902902	0.0
905777904	906666913	0.0
905777904	903777906	0.0
905777904	9501501	0.0
905777904	519666516	0.0
905777904	903777904	0.0
905777904	9913913	0.0
905777904	905666901	0.0
905777904	900666910	0.0
905777904	501666901	0.0
905777904	9049904	0.25
905777904	517666913	0.0
905777904	5189518	0.0
905777904	907666904	0.0
905777904	500666900	0.0
905777904	9500500	0.0
905777904	9912912	0.0
905777904	9059905	0.0
905777904	909777908	0.0
905777904	907666902	0.0
905777904	912777911	0.0
905777904	5199519	0.0
905777904	910666900	0.0
905777904	516666911	0.0
905777904	9069906	0.0
905777904	910666909	0.0
905777904	9901901	0.0
905777904	902777900	0.0
905777904	901666905	0.0
905777904	9910910	0.0
905777904	9079907	0.0
905777904	9911911	0.0
905777904	9900900	0.0
905777904	904666907	0.25
905777904	904666902	0.25
905777904	9089908	0.0
905777904	518666517	0.0
9519519	903666908	0.0
9519519	9909909	0.0
9519519	911666516	0.0
9519519	908666912	0.0
9519519	517666518	0.0
9519519	905777904	0.0
9519519	9519519	0.0
9519519	9099909	0.0
9519519	5009500	0.0
9519519	900777901	0.0
9519519	9109910	0.0
9519519	900777902	0.0
9519519	911777912	0.0
9519519	911777913	0.0
9519519	5019501	0.0
9519519	5169516	0.0
9519519	906777903	0.0
9519519	9518518	0.0
9519519	900666500	0.0
9519519	901777900	0.0
9519519	9119911	0.0
9519519	913666906	0.0
9519519	5179517	0.0
9519519	9129912	0.0
9519519	9908908	0.0
9519519	903666912	0.0
9519519	908666903	0.0
9519519	904777903	0.0
9519519	9139913	0.0
9519519	9906906	0.0
9519519	9907907	0.0
9519519	902666904	0.0
9519519	902666907	0.0
9519519	904777905	0.0
9519519	9517517	0.0
9519519	516666519	0.0
9519519	9009900	0.0
9519519	909666910	0.0
9519519	9905905	0.0
9519519	909666911	0.0
9519519	907777910	0.0
9519519	907777908	0.0
9519519	912666903	0.0
9519519	9019901	0.0
9519519	9516516	0.0
9519519	910777907	0.0
9519519	912666908	0.0
9519519	901666501	0.0
9519519	913777911	0.0
9519519	9029902	0.0
9519519	9903903	0.0
9519519	911666909	0.0
9519519	906666905	0.0
9519519	9039903	0.0
9519519	908777907	0.0
9519519	908777909	0.0
9519519	9904904	0.0
9519519	913666517	0.0
9519519	905666906	0.0
9519519	9902902	0.0
9519519	906666913	0.0
9519519	903777906	0.0
9519519	9501501	0.0
9519519	519666516	1.0
9519519	903777904	0.0
9519519	9913913	0.0
9519519	905666901	0.0
9519519	900666910	0.0
9519519	501666901	0.0
9519519	9049904	0.0
9519519	517666913	0.0
9519519	5189518	0.0
9519519	907666904	0.0
9519519	500666900	0.0
9519519	9500500	0.0
9519519	9912912	0.0
9519519	9059905	0.0
9519519	909777908	0.0
9519519	907666902	0.0
9519519	912777911	0.0
9519519	5199519	0.0
9519519	910666900	0.0
9519519	516666911	0.0
9519519	9069906	0.0
9519519	910666909	0.0
9519519	9901901	0.0
9519519	902777900	0.0
9519519	901666905	0.0
9519519	9910910	0.0
9519519	9079907	0.0
9519519	9911911	0.0
9519519	9900900	0.0
9519519	904666907	0.0
9519519	904666902	0.0
9519519	9089908	0.0
9519519	518666517	0.0
900777901	903666908	0.0
900777901	9909909	0.0
900777901	911666516	0.0
900777901	908666912	0.0
900777901	517666518	0.0
900777901	905777904	0.0
900777901	9519519	0.0
900777901	9099909	0.0
900777901	5009500	0.0
900777901	900777901	0.0
900777901	9109910	0.0
900777901	900777902	0.0
900777901	911777912	0.0
900777901	911777913	0.0
900777901	5019501	0.0
900777901	5169516	0.0
900777901	906777903	0.0
900777901	9518518	0.0
900777901	900666500	0.0
900777901	901777900	0.0
900777901	9119911	0.0
900777901	913666906	0.0
900777901	5179517	0.0
900777901	9129912	0.0
900777901	9908908	0.0
900777901	903666912	0.0
900777901	908666903	0.0
900777901	904777903	0.0
900777901	9139913	0.0
900777901	9906906	0.0
900777901	9907907	0.0
900777901	902666904	0.0
900777901	902666907	0.0
900777901	904777905	0.0
900777901	9517517	0.0
900777901	516666519	0.0
900777901	9009900	0.0
900777901	909666910	0.0
900777901	9905905	0.0
900777901	909666911	0.0
900777901	907777910	0.0
900777901	907777908	0.0
900777901	912666903	0.0
900777901	9019901	0.3333333333333333
900777901	9516516	0.0
900777901	910777907	0.0
900777901	912666908	0.0
900777901	901666501	0.3333333333333333
900777901	913777911	0.0
900777901	9029902	0.0
900777901	9903903	0.0
900777901	911666909	0.0
900777901	906666905	0.0
900777901	9039903	0.0
900777901	908777907	0.0
900777901	908777909	0.0
900777901	9904904	0.0
900777901	913666517	0.0
900777901	905666906	0.0
900777901	9902902	0.0
900777901	906666913	0.0
900777901	903777906	0.0
900777901	9501501	0.0
900777901	519666516	0.0
900777901	903777904	0.0
900777901	9913913	0.0
900777901	905666901	0.0
900777901	900666910	0.0
900777901	501666901	0.0
900777901	9049904	0.0
900777901	517666913	0.0
900777901	5189518	0.0
900777901	907666904	0.0
900777901	500666900	0.0
900777901	9500500	0.0
900777901	9912912	0.0
900777901	9059905	0.0
900777901	909777908	0.0
900777901	907666902	0.0
900777901	912777911	0.0
900777901	5199519	0.0
900777901	910666900	0.0
900777901	516666911	0.0
900777901	9069906	0.0
900777901	910666909	0.0
900777901	9901901	0.0
900777901	902777900	0.0
900777901	901666905	0.3333333333333333
900777901	9910910	0.0
900777901	9079907	0.0
900777901	9911911	0.0
900777901	9900900	0.0
900777901	904666907	0.0
900777901	904666902	0.0
900777901	9089908	0.0
900777901	518666517	0.0
900777902	903666908	0.0
900777902	9909909	0.0
900777902	911666516	0.0
900777902	908666912	0.0
900777902	517666518	0.0
900777902	905777904	0.0
900777902	9519519	0.0
900777902	9099909	0.0
900777902	5009500	0.0
900777902	900777901	0.0
900777902	9109910	0.0
900777902	900777902	0.0
900777902	911777912	0.0
900777902	911777913	0.0
900777902	5019501	0.0
900777902	5169516	0.0
900777902	906777903	0.0
900777902	9518518	0.0
900777902	900666500	0.0
900777902	901777900	0.0
900777902	9119911	0.0
900777902	913666906	0.0
900777902	5179517	0.0
900777902	9129912	0.0
900777902	9908908	0.0
900777902	903666912	0.0
900777902	908666903	0.0
900777902	904777903	0.0
900777902	9139913	0.0
900777902	9906906	0.0
900777902	9907907	0.0
900777902	902666904	0.3333333333333333
900777902	902666907	0.3333333333333333
900777902	904777905	0.0
900777902	9517517	0.0
900777902	516666519	0.0
900777902	9009900	0.0
900777902	909666910	0.0
900777902	9905905	0.0
900777902	909666911	0.0
900777902	907777910	0.0
900777902	907777908	0.0
900777902	912666903	0.0
900777902	9019901	0.0
900777902	9516516	0.0
900777902	910777907	0.0
900777902	912666908	0.0
900777902	901666501	0.0
900777902	913777911	0.0
900777902	9029902	0.3333333333333333
900777902	9903903	0.0
900777902	911666909	0.0
900777902	906666905	0.0
900777902	9039903	0.0
900777902	908777907	0.0
900777902	908777909	0.0
900777902	9904904	0.0
900777902	913666517	0.0
900777902	905666906	0.0
900777902	9902902	0.0
900777902	906666913	0.0
900777902	903777906	0.0
900777902	9501501	0.0
900777902	519666516	0.0
900777902	903777904	0.0
900777902	9913913	0.0
900777902	905666901	0.0
900777902	900666910	0.0
900777902	501666901	0.0
900777902	9049904	0.0
900777902	517666913	0.0
900777902	5189518	0.0
900777902	907666904	0.0
900777902	500666900	0.0
900777902	9500500	0.0
900777902	9912912	0.0
900777902	9059905	0.0
900777902	909777908	0.0
900777902	907666902	0.0
900777902	912777911	0.0
900777902	5199519	0.0
900777902	910666900	0.0
900777902	516666911	0.0
900777902	9069906	0.0
900777902	910666909	0.0
900777902	9901901	0.0
900777902	902777900	0.0
900777902	901666905	0.0
900777902	9910910	0.0
900777902	9079907	0.0
900777902	9911911	0.0
900777902	9900900	0.0
900777902	904666907	0.0
900777902	904666902	0.0
900777902	9089908	0.0
900777902	518666517	0.0
911777912	903666908	0.0
911777912	9909909	0.0
911777912	911666516	0.0
911777912	908666912	0.0
911777912	517666518	0.0
911777912	905777904	0.0
911777912	9519519	0.0
911777912	9099909	0.0
911777912	5009500	0.0
911777912	900777901	0.0
911777912	9109910	0.0
911777912	900777902	0.0
911777912	911777912	0.0
911777912	911777913	0.0
911777912	5019501	0.0
911777912	5169516	0.0
911777912	906777903	0.0
911777912	9518518	0.0
911777912	900666500	0.0
911777912	901777900	0.0
911777912	9119911	0.0
911777912	913666906	0.0
911777912	5179517	0.0
911777912	9129912	0.3333333333333333
911777912	9908908	0.0
911777912	903666912	0.0
911777912	908666903	0.0
911777912	904777903	0.0
911777912	9139913	0.0
911777912	9906906	0.0
911777912	9907907	0.0
911777912	902666904	0.0
911777912	902666907	0.0
911777912	904777905	0.0
911777912	9517517	0.0
911777912	516666519	0.0
911777912	9009900	0.0
911777912	909666910	0.0
911777912	9905905	0.0
911777912	909666911	0.0
911777912	907777910	0.0
911777912	907777908	0.0
911777912	912666903	0.3333333333333333
911777912	9019901	0.0
911777912	9516516	0.0
911777912	910777907	0.0
911777912	912666908	0.3333333333333333
911777912	901666501	0.0
911777912	913777911	0.0
911777912	9029902	0.0
911777912	9903903	0.0
911777912	911666909	0.0
911777912	906666905	0.0
911777912	9039903	0.0
911777912	908777907	0.0
911777912	908777909	0.0
911777912	9904904	0.0
911777912	913666517	0.0
911777912	905666906	0.0
911777912	9902902	0.0
911777912	906666913	0.0
911777912	903777906	0.0
911777912	9501501	0.0
911777912	519666516	0.0
911777912	903777904	0.0
911777912	9913913	0.0
911777912	905666901	0.0
911777912	900666910	0.0
911777912	501666901	0.0
911777912	9049904	0.0
911777912	517666913	0.0
911777912	5189518	0.0
911777912	907666904	0.0
911777912	500666900	0.0
911777912	9500500	0.0
911777912	9912912	0.0
911777912	9059905	0.0
911777912	909777908	0.0
911777912	907666902	0.0
911777912	912777911	0.0
911777912	5199519	0.0
911777912	910666900	0.0
911777912	516666911	0.0
911777912	9069906	0.0
911777912	910666909	0.0
911777912	9901901	0.0
911777912	902777900	0.0
911777912	901666905	0.0
911777912	9910910	0.0
911777912	9079907	0.0
911777912	9911911	0.0
911777912	9900900	0.0
911777912	904666907	0.0
911777912	904666902	0.0
911777912	9089908	0.0
911777912	518666517	0.0
911777913	903666908	0.0
911777913	9909909	0.0
911777913	911666516	0.0
911777913	908666912	0.0
911777913	517666518	0.0
911777913	905777904	0.0
911777913	9519519	0.0
911777913	9099909	0.0
911777913	5009500	0.0
911777913	900777901	0.0
911777913	9109910	0.0
911777913	900777902	0.0
911777913	911777912	0.0
911777913	911777913	0.0
911777913	5019501	0.0
911777913	5169516	0.0
911777913	906777903	0.0
911777913	9518518	0.0
911777913	900666500	0.0
911777913	901777900	0.0
911777913	9119911	0.0
911777913	913666906	0.3333333333333333
911777913	5179517	0.0
911777913	9129912	0.0
911777913	9908908	0.0
911777913	903666912	0.0
911777913	908666903	0.0
911777913	904777903	0.0
911777913	9139913	0.3333333333333333
911777913	9906906	0.0
911777913	9907907	0.0
911777913	902666904	0.0
911777913	902666907	0.0
911777913	904777905	0.0
911777913	9517517	0.0
911777913	516666519	0.0
911777913	9009900	0.0
911777913	909666910	0.0
911777913	9905905	0.0
911777913	909666911	0.0
911777913	907777910	0.0
911777913	907777908	0.0
911777913	912666903	0.0
911777913	9019901	0.0
911777913	9516516	0.0
911777913	910777907	0.0
911777913	912666908	0.0
911777913	901666501	0.0
911777913	913777911	0.0
911777913	9029902	0.0
911777913	9903903	0.0
911777913	911666909	0.0
911777913	906666905	0.0
911777913	9039903	0.0
911777913	908777907	0.0
911777913	908777909	0.0
911777913	9904904	0.0
911777913	913666517	0.3333333333333333
911777913	905666906	0.0
911777913	9902902	0.0
911777913	906666913	0.0
911777913	903777906	0.0
911777913	9501501	0.0
911777913	519666516	0.0
911777913	903777904	0.0
911777913	9913913	0.0
911777913	905666901	0.0
911777913	900666910	0.0
911777913	501666901	0.0
911777913	9049904	0.0
911777913	517666913	0.0
911777913	5189518	0.0
911777913	907666904	0.0
911777913	500666900	0.0
911777913	9500500	0.0
911777913	9912912	0.0
911777913	9059905	0.0
911777913	909777908	0.0
911777913	907666902	0.0
911777913	912777911	0.0
911777913	5199519	0.0
911777913	910666900	0.0
911777913	516666911	0.0
911777913	9069906	0.0
911777913	910666909	0.0
911777913	9901901	0.0
911777913	902777900	0.0
911777913	901666905	0.0
911777913	9910910	0.0
911777913	9079907	0.0
911777913	9911911	0.0
911777913	9900900	0.0
911777913	904666907	0.0
911777913	904666902	0.0
911777913	9089908	0.0
911777913	518666517	0.0
906777903	903666908	0.25
906777903	9909909	0.0
906777903	911666516	0.0
906777903	908666912	0.0
906777903	517666518	0.0
906777903	905777904	0.0
906777903	9519519	0.0
906777903	9099909	0.0
906777903	5009500	0.0
906777903	900777901	0.0
906777903	9109910	0.0
906777903	900777902	0.0
906777903	911777912	0.0
906777903	911777913	0.0
906777903	5019501	0.0
906777903	5169516	0.0
906777903	906777903	0.0
906777903	9518518	0.0
906777903	900666500	0.0
906777903	901777900	0.0
906777903	9119911	0.0
906777903	913666906	0.0
906777903	5179517	0.0
906777903	9129912	0.0
906777903	9908908	0.0
906777903	903666912	0.25
906777903	908666903	0.0
906777903	904777903	0.0
906777903	9139913	0.0
906777903	9906906	0.0
906777903	9907907	0.0
906777903	902666904	0.0
906777903	902666907	0.0
906777903	904777905	0.0
906777903	9517517	0.0
906777903	516666519	0.0
906777903	9009900	0.0
906777903	909666910	0.0
906777903	9905905	0.0
906777903	909666911	0.0
906777903	907777910	0.0
906777903	907777908	0.0
906777903	912666903	0.0
906777903	9019901	0.0
906777903	9516516	0.0
906777903	910777907	0.0
906777903	912666908	0.0
906777903	901666501	0.0
906777903	913777911	0.0
906777903	9029902	0.0
906777903	9903903	0.0
906777903	911666909	0.0
906777903	906666905	0.0
906777903	9039903	0.25
906777903	908777907	0.0
906777903	908777909	0.0
906777903	9904904	0.0
906777903	913666517	0.0
906777903	905666906	0.0
906777903	9902902	0.0
906777903	906666913	0.0
906777903	903777906	0.0
906777903	9501501	0.0
906777903	519666516	0.0
906777903	903777904	0.25
906777903	9913913	0.0
906777903	905666901	0.0
906777903	900666910	0.0
906777903	501666901	0.0
906777903	9049904	0.0
906777903	517666913	0.0
906777903	5189518	0.0
906777903	907666904	0.0
906777903	500666900	0.0
906777903	9500500	0.0
906777903	9912912	0.0
906777903	9059905	0.0
906777903	909777908	0.0
906777903	907666902	0.0
906777903	912777911	0.0
906777903	5199519	0.0
906777903	910666900	0.0
906777903	516666911	0.0
906777903	9069906	0.0
906777903	910666909	0.0
906777903	9901901	0.0
906777903	902777900	0.0
906777903	901666905	0.0
906777903	9910910	0.0
906777903	9079907	0.0
906777903	9911911	0.0
906777903	9900900	0.0
906777903	904666907	0.0
906777903	904666902	0.0
906777903	9089908	0.0
906777903	518666517	0.0
9518518	903666908	0.0
9518518	9909909	0.0
9518518	911666516	0.0
9518518	908666912	0.0
9518518	517666518	0.0
