src	dest	turning proportions
901919	31	0.0
901919	319003	0.0
901919	1312	0.0
901919	34	0.0
901919	43	0.0
901919	901414	0.0
901919	1324	0.0
901919	45	0.0
901919	2219022	0.0
901919	816	0.0
901919	1119011	0.0
901919	54	0.0
901919	1919019	0.0
901919	312	0.0
901919	56	0.0
901919	59	0.0
901919	62	0.0
901919	65	0.0
901919	902222	0.0
901919	68	0.0
901919	2120	0.0
901919	1610	0.0
901919	2122	0.0
901919	2124	0.0
901919	819008	0.0
901919	2119021	0.0
901919	78	0.0
901919	1619016	0.0
901919	1617	0.0
901919	901212	0.0
901919	1618	0.0
901919	86	0.0
901919	1110	0.0
901919	87	0.0
901919	1112	0.0
901919	901717	0.0
901919	89	0.0
901919	1114	0.0
901919	519005	0.0
901919	95	0.0
901919	98	0.0
901919	109	0.0
901919	2413	0.0
901919	1319013	0.0
901919	114	0.0
901919	2419024	0.0
901919	2421	0.0
901919	2423	0.0
901919	219002	0.0
901919	123	0.0
901919	1915	0.45804428962170995
901919	1917	0.17961631016042806
901919	1920	0.36233940021786504
901919	1411	0.0
901919	901515	0.0
901919	1415	0.0
901919	902020	0.0
901919	2319023	0.0
901919	1019010	0.0
901919	910	0.0
901919	1423	0.0
901919	1819018	0.0
901919	719007	0.0
901919	90011	0.0
901919	411	0.0
901919	901010	0.0
901919	2215	0.0
901919	90022	0.0
901919	168	0.0
901919	2220	0.0
901919	2221	0.0
901919	1710	0.0
901919	2223	0.0
901919	90033	0.0
901919	1519015	0.0
901919	1716	0.0
901919	1719	0.0
901919	901818	0.0
901919	419004	0.0
901919	1211	0.0
901919	187	0.0
901919	1213	0.0
901919	90044	0.0
901919	902323	0.0
901919	90055	0.0
901919	901313	0.0
901919	718	0.0
901919	2019020	0.0
901919	90066	0.0
901919	1219012	0.0
901919	119001	0.0
901919	90077	0.0
901919	2018	0.0
901919	2019	0.0
901919	902121	0.0
901919	2021	0.0
901919	1510	0.0
901919	2022	0.0
901919	90088	0.0
901919	1514	0.0
901919	1519	0.0
901919	919009	0.0
901919	1522	0.0
901919	90099	0.0
901919	1011	0.0
901919	1719017	0.0
901919	1015	0.0
901919	619006	0.0
901919	1016	0.0
901919	1017	0.0
901919	901111	0.0
901919	901616	0.0
1419014	2314	0.0
1419014	12	0.0
1419014	13	0.0
1419014	2322	0.0
1419014	901919	0.0
1419014	1419014	0.0
1419014	2324	0.0
1419014	21	0.0
1419014	902424	0.0
1419014	1816	0.0
1419014	26	0.0
1419014	1820	0.0
1419014	31	0.0
1419014	319003	0.0
1419014	1312	0.0
1419014	34	0.0
1419014	43	0.0
1419014	901414	0.0
1419014	1324	0.0
1419014	45	0.0
1419014	2219022	0.0
1419014	816	0.0
1419014	1119011	0.0
1419014	54	0.0
1419014	1919019	0.0
1419014	312	0.0
1419014	56	0.0
1419014	59	0.0
1419014	62	0.0
1419014	65	0.0
1419014	902222	0.0
1419014	68	0.0
1419014	2120	0.0
1419014	1610	0.0
1419014	2122	0.0
1419014	2124	0.0
1419014	819008	0.0
1419014	2119021	0.0
1419014	78	0.0
1419014	1619016	0.0
1419014	1617	0.0
1419014	901212	0.0
1419014	1618	0.0
1419014	86	0.0
1419014	1110	0.0
1419014	87	0.0
1419014	1112	0.0
1419014	901717	0.0
1419014	89	0.0
1419014	1114	0.0
1419014	519005	0.0
1419014	95	0.0
1419014	98	0.0
1419014	109	0.0
1419014	2413	0.0
1419014	1319013	0.0
1419014	114	0.0
1419014	2419024	0.0
1419014	2421	0.0
1419014	2423	0.0
1419014	219002	0.0
1419014	123	0.0
1419014	1915	0.0
1419014	1917	0.0
1419014	1920	0.0
1419014	1411	0.0
1419014	901515	0.0
1419014	1415	0.0
1419014	902020	0.0
1419014	2319023	0.0
1419014	1019010	0.0
1419014	910	0.0
1419014	1423	0.0
1419014	1819018	0.0
1419014	719007	0.0
1419014	90011	0.0
1419014	411	0.0
1419014	901010	0.0
1419014	2215	0.0
1419014	90022	0.0
1419014	168	0.0
1419014	2220	0.0
1419014	2221	0.0
1419014	1710	0.0
1419014	2223	0.0
1419014	90033	0.0
1419014	1519015	0.0
1419014	1716	0.0
1419014	1719	0.0
1419014	901818	0.0
1419014	419004	0.0
1419014	1211	0.0
1419014	187	0.0
1419014	1213	0.0
1419014	90044	0.0
1419014	902323	0.0
1419014	90055	0.0
1419014	901313	0.0
1419014	718	0.0
1419014	2019020	0.0
1419014	90066	0.0
1419014	1219012	0.0
1419014	119001	0.0
1419014	90077	0.0
1419014	2018	0.0
1419014	2019	0.0
1419014	902121	0.0
1419014	2021	0.0
1419014	1510	0.0
1419014	2022	0.0
1419014	90088	0.0
1419014	1514	0.0
1419014	1519	0.0
1419014	919009	0.0
1419014	1522	0.0
1419014	90099	0.0
1419014	1011	0.0
1419014	1719017	0.0
1419014	1015	0.0
1419014	619006	0.0
1419014	1016	0.0
1419014	1017	0.0
1419014	901111	0.0
1419014	901616	0.0
2324	2314	0.0
2324	12	0.0
2324	13	0.0
2324	2322	0.0
2324	901919	0.0
2324	1419014	0.0
2324	2324	0.0
2324	21	0.0
2324	902424	0.0
2324	1816	0.0
2324	26	0.0
2324	1820	0.0
2324	31	0.0
2324	319003	0.0
2324	1312	0.0
2324	34	0.0
2324	43	0.0
2324	901414	0.0
2324	1324	0.0
2324	45	0.0
2324	2219022	0.0
2324	816	0.0
2324	1119011	0.0
2324	54	0.0
2324	1919019	0.0
2324	312	0.0
2324	56	0.0
2324	59	0.0
2324	62	0.0
2324	65	0.0
2324	902222	0.0
2324	68	0.0
2324	2120	0.0
2324	1610	0.0
2324	2122	0.0
2324	2124	0.0
2324	819008	0.0
2324	2119021	0.0
2324	78	0.0
2324	1619016	0.0
2324	1617	0.0
2324	901212	0.0
2324	1618	0.0
2324	86	0.0
2324	1110	0.0
2324	87	0.0
2324	1112	0.0
2324	901717	0.0
2324	89	0.0
2324	1114	0.0
2324	519005	0.0
2324	95	0.0
2324	98	0.0
2324	109	0.0
2324	2413	0.5708153687171532
2324	1319013	0.0
2324	114	0.0
2324	2419024	0.30775921104506704
2324	2421	0.1214254202377812
2324	2423	0.0
2324	219002	0.0
2324	123	0.0
2324	1915	0.0
2324	1917	0.0
2324	1920	0.0
2324	1411	0.0
2324	901515	0.0
2324	1415	0.0
2324	902020	0.0
2324	2319023	0.0
2324	1019010	0.0
2324	910	0.0
2324	1423	0.0
2324	1819018	0.0
2324	719007	0.0
2324	90011	0.0
2324	411	0.0
2324	901010	0.0
2324	2215	0.0
2324	90022	0.0
2324	168	0.0
2324	2220	0.0
2324	2221	0.0
2324	1710	0.0
2324	2223	0.0
2324	90033	0.0
2324	1519015	0.0
2324	1716	0.0
2324	1719	0.0
2324	901818	0.0
2324	419004	0.0
2324	1211	0.0
2324	187	0.0
2324	1213	0.0
2324	90044	0.0
2324	902323	0.0
2324	90055	0.0
2324	901313	0.0
2324	718	0.0
2324	2019020	0.0
2324	90066	0.0
2324	1219012	0.0
2324	119001	0.0
2324	90077	0.0
2324	2018	0.0
2324	2019	0.0
2324	902121	0.0
2324	2021	0.0
2324	1510	0.0
2324	2022	0.0
2324	90088	0.0
2324	1514	0.0
2324	1519	0.0
2324	919009	0.0
2324	1522	0.0
2324	90099	0.0
2324	1011	0.0
2324	1719017	0.0
2324	1015	0.0
2324	619006	0.0
2324	1016	0.0
2324	1017	0.0
2324	901111	0.0
2324	901616	0.0
21	2314	0.0
21	12	0.0
21	13	0.5890641254432704
21	2322	0.0
21	901919	0.0
21	1419014	0.0
21	2324	0.0
21	21	0.0
21	902424	0.0
21	1816	0.0
21	26	0.0
21	1820	0.0
21	31	0.0
21	319003	0.0
21	1312	0.0
21	34	0.0
21	43	0.0
21	901414	0.0
21	1324	0.0
21	45	0.0
21	2219022	0.0
21	816	0.0
21	1119011	0.0
21	54	0.0
21	1919019	0.0
21	312	0.0
21	56	0.0
21	59	0.0
21	62	0.0
21	65	0.0
21	902222	0.0
21	68	0.0
21	2120	0.0
21	1610	0.0
21	2122	0.0
21	2124	0.0
21	819008	0.0
21	2119021	0.0
21	78	0.0
21	1619016	0.0
21	1617	0.0
21	901212	0.0
21	1618	0.0
21	86	0.0
21	1110	0.0
21	87	0.0
21	1112	0.0
21	901717	0.0
21	89	0.0
21	1114	0.0
21	519005	0.0
21	95	0.0
21	98	0.0
21	109	0.0
21	2413	0.0
21	1319013	0.0
21	114	0.0
21	2419024	0.0
21	2421	0.0
21	2423	0.0
21	219002	0.0
21	123	0.0
21	1915	0.0
21	1917	0.0
21	1920	0.0
21	1411	0.0
21	901515	0.0
21	1415	0.0
21	902020	0.0
21	2319023	0.0
21	1019010	0.0
21	910	0.0
21	1423	0.0
21	1819018	0.0
21	719007	0.0
21	90011	0.0
21	411	0.0
21	901010	0.0
21	2215	0.0
21	90022	0.0
21	168	0.0
21	2220	0.0
21	2221	0.0
21	1710	0.0
21	2223	0.0
21	90033	0.0
21	1519015	0.0
21	1716	0.0
21	1719	0.0
21	901818	0.0
21	419004	0.0
21	1211	0.0
21	187	0.0
21	1213	0.0
21	90044	0.0
21	902323	0.0
21	90055	0.0
21	901313	0.0
21	718	0.0
21	2019020	0.0
21	90066	0.0
21	1219012	0.0
21	119001	0.41093587455672365
21	90077	0.0
21	2018	0.0
21	2019	0.0
21	902121	0.0
21	2021	0.0
21	1510	0.0
21	2022	0.0
21	90088	0.0
21	1514	0.0
21	1519	0.0
21	919009	0.0
21	1522	0.0
21	90099	0.0
21	1011	0.0
21	1719017	0.0
21	1015	0.0
21	619006	0.0
21	1016	0.0
21	1017	0.0
21	901111	0.0
21	901616	0.0
902424	2314	0.0
902424	12	0.0
902424	13	0.0
902424	2322	0.0
902424	901919	0.0
902424	1419014	0.0
902424	2324	0.0
902424	21	0.0
902424	902424	0.0
902424	1816	0.0
902424	26	0.0
902424	1820	0.0
902424	31	0.0
902424	319003	0.0
902424	1312	0.0
902424	34	0.0
902424	43	0.0
902424	901414	0.0
902424	1324	0.0
902424	45	0.0
902424	2219022	0.0
902424	816	0.0
902424	1119011	0.0
902424	54	0.0
902424	1919019	0.0
902424	312	0.0
902424	56	0.0
902424	59	0.0
902424	62	0.0
902424	65	0.0
902424	902222	0.0
902424	68	0.0
902424	2120	0.0
902424	1610	0.0
902424	2122	0.0
902424	2124	0.0
902424	819008	0.0
902424	2119021	0.0
902424	78	0.0
902424	1619016	0.0
902424	1617	0.0
902424	901212	0.0
902424	1618	0.0
902424	86	0.0
902424	1110	0.0
902424	87	0.0
902424	1112	0.0
902424	901717	0.0
902424	89	0.0
902424	1114	0.0
902424	519005	0.0
902424	95	0.0
902424	98	0.0
902424	109	0.0
902424	2413	0.25000000000000067
902424	1319013	0.0
902424	114	0.0
902424	2419024	0.0
902424	2421	0.3211502039627048
902424	2423	0.42884979603729734
902424	219002	0.0
902424	123	0.0
902424	1915	0.0
902424	1917	0.0
902424	1920	0.0
902424	1411	0.0
902424	901515	0.0
902424	1415	0.0
902424	902020	0.0
902424	2319023	0.0
902424	1019010	0.0
902424	910	0.0
902424	1423	0.0
902424	1819018	0.0
902424	719007	0.0
902424	90011	0.0
902424	411	0.0
902424	901010	0.0
902424	2215	0.0
902424	90022	0.0
902424	168	0.0
902424	2220	0.0
902424	2221	0.0
902424	1710	0.0
902424	2223	0.0
902424	90033	0.0
902424	1519015	0.0
902424	1716	0.0
902424	1719	0.0
902424	901818	0.0
902424	419004	0.0
902424	1211	0.0
902424	187	0.0
902424	1213	0.0
902424	90044	0.0
902424	902323	0.0
902424	90055	0.0
902424	901313	0.0
902424	718	0.0
902424	2019020	0.0
902424	90066	0.0
902424	1219012	0.0
902424	119001	0.0
902424	90077	0.0
902424	2018	0.0
902424	2019	0.0
902424	902121	0.0
902424	2021	0.0
902424	1510	0.0
902424	2022	0.0
902424	90088	0.0
902424	1514	0.0
902424	1519	0.0
902424	919009	0.0
902424	1522	0.0
902424	90099	0.0
902424	1011	0.0
902424	1719017	0.0
902424	1015	0.0
902424	619006	0.0
902424	1016	0.0
902424	1017	0.0
902424	901111	0.0
902424	901616	0.0
1816	2314	0.0
1816	12	0.0
1816	13	0.0
1816	2322	0.0
1816	901919	0.0
1816	1419014	0.0
1816	2324	0.0
1816	21	0.0
1816	902424	0.0
1816	1816	0.0
1816	26	0.0
1816	1820	0.0
1816	31	0.0
1816	319003	0.0
1816	1312	0.0
1816	34	0.0
1816	43	0.0
1816	901414	0.0
1816	1324	0.0
1816	45	0.0
1816	2219022	0.0
1816	816	0.0
1816	1119011	0.0
1816	54	0.0
1816	1919019	0.0
1816	312	0.0
1816	56	0.0
1816	59	0.0
1816	62	0.0
1816	65	0.0
1816	902222	0.0
1816	68	0.0
1816	2120	0.0
1816	1610	0.3419916231912753
1816	2122	0.0
1816	2124	0.0
1816	819008	0.0
1816	2119021	0.0
1816	78	0.0
1816	1619016	0.19670749820782774
1816	1617	0.2123708530314517
1816	901212	0.0
1816	1618	0.0
1816	86	0.0
1816	1110	0.0
1816	87	0.0
1816	1112	0.0
1816	901717	0.0
1816	89	0.0
1816	1114	0.0
1816	519005	0.0
1816	95	0.0
1816	98	0.0
1816	109	0.0
1816	2413	0.0
1816	1319013	0.0
1816	114	0.0
1816	2419024	0.0
1816	2421	0.0
1816	2423	0.0
1816	219002	0.0
1816	123	0.0
1816	1915	0.0
1816	1917	0.0
1816	1920	0.0
1816	1411	0.0
1816	901515	0.0
1816	1415	0.0
1816	902020	0.0
1816	2319023	0.0
1816	1019010	0.0
1816	910	0.0
1816	1423	0.0
1816	1819018	0.0
1816	719007	0.0
1816	90011	0.0
1816	411	0.0
1816	901010	0.0
1816	2215	0.0
1816	90022	0.0
1816	168	0.2489300255694477
1816	2220	0.0
1816	2221	0.0
1816	1710	0.0
1816	2223	0.0
1816	90033	0.0
1816	1519015	0.0
1816	1716	0.0
1816	1719	0.0
1816	901818	0.0
1816	419004	0.0
1816	1211	0.0
1816	187	0.0
1816	1213	0.0
1816	90044	0.0
1816	902323	0.0
1816	90055	0.0
1816	901313	0.0
1816	718	0.0
1816	2019020	0.0
1816	90066	0.0
1816	1219012	0.0
1816	119001	0.0
1816	90077	0.0
1816	2018	0.0
1816	2019	0.0
1816	902121	0.0
1816	2021	0.0
1816	1510	0.0
1816	2022	0.0
1816	90088	0.0
1816	1514	0.0
1816	1519	0.0
1816	919009	0.0
1816	1522	0.0
1816	90099	0.0
1816	1011	0.0
1816	1719017	0.0
1816	1015	0.0
1816	619006	0.0
1816	1016	0.0
1816	1017	0.0
1816	901111	0.0
1816	901616	0.0
26	2314	0.0
26	12	0.0
26	13	0.0
26	2322	0.0
26	901919	0.0
26	1419014	0.0
26	2324	0.0
26	21	0.0
26	902424	0.0
26	1816	0.0
26	26	0.0
26	1820	0.0
26	31	0.0
26	319003	0.0
26	1312	0.0
26	34	0.0
26	43	0.0
26	901414	0.0
26	1324	0.0
26	45	0.0
26	2219022	0.0
26	816	0.0
26	1119011	0.0
26	54	0.0
26	1919019	0.0
26	312	0.0
26	56	0.0
26	59	0.0
26	62	0.0
26	65	0.08333947954410272
26	902222	0.0
26	68	0.7242647693444736
26	2120	0.0
26	1610	0.0
26	2122	0.0
26	2124	0.0
26	819008	0.0
26	2119021	0.0
26	78	0.0
26	1619016	0.0
26	1617	0.0
26	901212	0.0
26	1618	0.0
26	86	0.0
26	1110	0.0
26	87	0.0
26	1112	0.0
26	901717	0.0
26	89	0.0
26	1114	0.0
26	519005	0.0
26	95	0.0
26	98	0.0
26	109	0.0
26	2413	0.0
26	1319013	0.0
26	114	0.0
26	2419024	0.0
26	2421	0.0
26	2423	0.0
26	219002	0.0
26	123	0.0
26	1915	0.0
26	1917	0.0
26	1920	0.0
26	1411	0.0
26	901515	0.0
26	1415	0.0
26	902020	0.0
26	2319023	0.0
26	1019010	0.0
26	910	0.0
26	1423	0.0
26	1819018	0.0
26	719007	0.0
26	90011	0.0
26	411	0.0
26	901010	0.0
26	2215	0.0
26	90022	0.0
26	168	0.0
26	2220	0.0
26	2221	0.0
26	1710	0.0
26	2223	0.0
26	90033	0.0
26	1519015	0.0
26	1716	0.0
26	1719	0.0
26	901818	0.0
26	419004	0.0
26	1211	0.0
26	187	0.0
26	1213	0.0
26	90044	0.0
26	902323	0.0
26	90055	0.0
26	901313	0.0
26	718	0.0
26	2019020	0.0
26	90066	0.0
26	1219012	0.0
26	119001	0.0
26	90077	0.0
26	2018	0.0
26	2019	0.0
26	902121	0.0
26	2021	0.0
26	1510	0.0
26	2022	0.0
26	90088	0.0
26	1514	0.0
26	1519	0.0
26	919009	0.0
26	1522	0.0
26	90099	0.0
26	1011	0.0
26	1719017	0.0
26	1015	0.0
26	619006	0.1923957511114176
26	1016	0.0
26	1017	0.0
26	901111	0.0
26	901616	0.0
1820	2314	0.0
1820	12	0.0
1820	13	0.0
1820	2322	0.0
1820	901919	0.0
1820	1419014	0.0
1820	2324	0.0
1820	21	0.0
1820	902424	0.0
1820	1816	0.0
1820	26	0.0
1820	1820	0.0
1820	31	0.0
1820	319003	0.0
1820	1312	0.0
1820	34	0.0
1820	43	0.0
1820	901414	0.0
1820	1324	0.0
1820	45	0.0
1820	2219022	0.0
1820	816	0.0
1820	1119011	0.0
1820	54	0.0
1820	1919019	0.0
1820	312	0.0
1820	56	0.0
1820	59	0.0
1820	62	0.0
1820	65	0.0
1820	902222	0.0
1820	68	0.0
1820	2120	0.0
1820	1610	0.0
1820	2122	0.0
1820	2124	0.0
1820	819008	0.0
1820	2119021	0.0
1820	78	0.0
1820	1619016	0.0
1820	1617	0.0
1820	901212	0.0
1820	1618	0.0
1820	86	0.0
1820	1110	0.0
1820	87	0.0
1820	1112	0.0
1820	901717	0.0
1820	89	0.0
1820	1114	0.0
1820	519005	0.0
1820	95	0.0
1820	98	0.0
1820	109	0.0
1820	2413	0.0
1820	1319013	0.0
1820	114	0.0
1820	2419024	0.0
1820	2421	0.0
1820	2423	0.0
1820	219002	0.0
1820	123	0.0
1820	1915	0.0
1820	1917	0.0
1820	1920	0.0
1820	1411	0.0
1820	901515	0.0
1820	1415	0.0
1820	902020	0.0
1820	2319023	0.0
1820	1019010	0.0
1820	910	0.0
1820	1423	0.0
1820	1819018	0.0
